Growth & Distribution of Prosperity,https://ourworldindata.org/grapher/gdp-per-person-employed-constant-ppp
HIV / AIDS,https://ourworldindata.org/grapher/aids-deaths-in-male-vs-female-adults,https://ourworldindata.org/grapher/children-living-with-hiv,https://ourworldindata.org/grapher/condom-use-between-men,https://ourworldindata.org/grapher/condom-use-at-last-high-risk-sex,https://ourworldindata.org/grapher/condom-use-during-last-high-risk-sex,https://ourworldindata.org/grapher/pregnant-women-who-receive-arv-for-mtct,https://ourworldindata.org/grapher/hiv-death-rates,https://ourworldindata.org/grapher/deaths-averted-due-to-hiv-programmes,https://ourworldindata.org/grapher/deaths-from-hiv-by-age,https://ourworldindata.org/grapher/discrimination-towards-those-with-hiv-by-demographic,https://ourworldindata.org/grapher/discriminatory-attitudes-towards-people-living-with-hiv,https://ourworldindata.org/grapher/tb-related-deaths-hiv,https://ourworldindata.org/grapher/resource-needs-to-meet-hiv-targets,https://ourworldindata.org/grapher/gap-to-reaching-the-target-of-art,https://ourworldindata.org/grapher/hiv-expenditure,https://ourworldindata.org/grapher/hiv-funding-and-future-requirements,https://ourworldindata.org/grapher/hiv-funding-by-region,https://ourworldindata.org/grapher/hivaids-and-tuberculosis-deaths,https://ourworldindata.org/grapher/hiv-death-rates-by-age,https://ourworldindata.org/grapher/hivaids-deaths-and-averted-due-to-art,https://ourworldindata.org/grapher/hivaids-funding-by-source,https://ourworldindata.org/grapher/incidence-of-hiv-sdgs,https://ourworldindata.org/grapher/incidence-of-hiv-the-share-of-new-infections-among-the-previously-uninfected-population-ages-15-49,https://ourworldindata.org/grapher/knowledge-hiv-prevention-in-males-vs-females,https://ourworldindata.org/grapher/life-expectancy,https://ourworldindata.org/grapher/new-hiv-infections-averted-due-to-pmtct,https://ourworldindata.org/grapher/new-cases-of-hiv-unaids-vs-ihme,https://ourworldindata.org/grapher/hiv-deaths-averted-from-antiretroviral-therapy-art,https://ourworldindata.org/grapher/number-of-children-orphaned-from-aids,https://ourworldindata.org/grapher/number-of-children-newly-infected-with-hiv,https://ourworldindata.org/grapher/deaths-from-aids-ihme,https://ourworldindata.org/grapher/deaths-from-aids-un,https://ourworldindata.org/grapher/number-of-new-hiv-infections-per-year,https://ourworldindata.org/grapher/number-of-new-hiv-infections-per-1000-uninfected-population-aged-15-49,https://ourworldindata.org/grapher/new-cases-of-hiv-infection,https://ourworldindata.org/grapher/number-of-people-infected-with-hiv-by-region,https://ourworldindata.org/grapher/number-of-people-living-with-hiv,https://ourworldindata.org/grapher/prevalence-of-hiv-unaids-vs-ihme-estimates,https://ourworldindata.org/grapher/prevalence-of-hiv-percentage-of-males-and-females-ages-15-24-infected-with-hiv,https://ourworldindata.org/grapher/deaths-and-new-cases-of-hiv,https://ourworldindata.org/grapher/antiretroviral-therapy-coverage-among-people-living-with-hiv,https://ourworldindata.org/grapher/art-coverage-for-pregnant-women,https://ourworldindata.org/grapher/share-of-the-population-infected-with-hiv,https://ourworldindata.org/grapher/share-of-population-infected-with-hiv-ihme,https://ourworldindata.org/grapher/share-of-women-among-the-population-living-with-hiv,https://ourworldindata.org/grapher/young-people-with-knowledge-on-hiv-prevention,https://ourworldindata.org/grapher/tb-patients-living-with-hiv-receiving-art,https://ourworldindata.org/grapher/tb-patients-tested-positive-for-hiv
Happiness and Life Satisfaction,https://ourworldindata.org/grapher/correlation-income-and-life-satisfaction,https://ourworldindata.org/grapher/correlation-mental-illness-and-life-satisfaction,https://ourworldindata.org/grapher/depression-vs-self-reported-life-satisfaction,https://ourworldindata.org/grapher/evolution-of-happiness-inequality-within-countries-during-periods-of-uninterrupted-economic-growth,https://ourworldindata.org/grapher/happiness-inequality-within-countries-vs-gdp-per-capita,https://ourworldindata.org/grapher/Happiness-WVS-vs-Gallup,https://ourworldindata.org/grapher/life-satisfaction-vs-life-expectancy,https://ourworldindata.org/grapher/life-satisfaction-vs-child-mortality,https://ourworldindata.org/grapher/happiness-cantril-ladder,https://ourworldindata.org/grapher/gdp-vs-happiness,https://ourworldindata.org/grapher/share-of-people-who-say-they-are-happy,https://ourworldindata.org/grapher/share-who-say-happy-WVS-first-to-last,https://ourworldindata.org/grapher/share-of-people-who-say-they-are-happy-Eurobarometer
Health Inequality,https://ourworldindata.org/grapher/child-mortality-vs-health-expenditure-over-time,https://ourworldindata.org/grapher/health-expenditure-and-financing-per-capita,https://ourworldindata.org/grapher/healthcare-access-and-quality-index,https://ourworldindata.org/grapher/HAQ-by-level-of-healthcare-spending-endpoints,https://ourworldindata.org/grapher/inequality-in-life-expectancy-2015-2020,https://ourworldindata.org/grapher/inequality-in-life-expectancy-vs-health-expenditure-per-capita,https://ourworldindata.org/grapher/inequality-of-life-as-measured-by-mortality-gini-coefficient-1742-2002,https://ourworldindata.org/grapher/ihr-core-capacity-index-sdgs,https://ourworldindata.org/grapher/universal-health-coverage-index
Healthcare capacity,https://ourworldindata.org/grapher/acute-care-beds-per-1000,https://ourworldindata.org/grapher/critical-care-beds-per-1000,https://ourworldindata.org/grapher/hospital-beds-per-1000-people,https://ourworldindata.org/grapher/intensive-care-beds-per-100000,https://ourworldindata.org/grapher/number-acute-care-beds,https://ourworldindata.org/grapher/number-critical-care-beds,https://ourworldindata.org/grapher/number-of-hospital-beds,https://ourworldindata.org/grapher/number-intensive-care-beds,https://ourworldindata.org/grapher/number-of-medical-ventilators,https://ourworldindata.org/grapher/share-of-health-facilities-with-essential-medicines
Homelessness,https://ourworldindata.org/grapher/number-of-homeless-people-per-100000-population-circa-2013,https://ourworldindata.org/grapher/homeless-per-capita-us,https://ourworldindata.org/grapher/number-of-homeless-people-by-shelter-status,https://ourworldindata.org/grapher/temporary-accommodation-england,https://ourworldindata.org/grapher/precariously-housed-people-per-100000-circa-2013,https://ourworldindata.org/grapher/number-of-unsheltered-homeless-people,https://ourworldindata.org/grapher/number-of-unsheltered-homeless-people-per-100000-population,https://ourworldindata.org/grapher/share-of-population-who-have-ever-been-homeless-2003
Homicides,https://ourworldindata.org/grapher/homicide-deaths-by-age,https://ourworldindata.org/grapher/homicides-per-100000-people-per-year,https://ourworldindata.org/grapher/intentional-homicides-per-100000-people,https://ourworldindata.org/grapher/homicide-rate,https://ourworldindata.org/grapher/homicide-rate-by-age,https://ourworldindata.org/grapher/homicide-rate-ihme-vs-world-bank,https://ourworldindata.org/grapher/homicide-rates-from-firearms,https://ourworldindata.org/grapher/homicides-rate-vs-prison-population-rate,https://ourworldindata.org/grapher/homicide-rates-across-western-europe,https://ourworldindata.org/grapher/number-of-homicide-deaths,https://ourworldindata.org/grapher/suicide-vs-violent-deaths,https://ourworldindata.org/grapher/suicide-vs-homicide-rate
Housing,https://ourworldindata.org/grapher/percentage-of-americans-living-alone-by-year,https://ourworldindata.org/grapher/percentage-of-americans-living-alone-by-age,https://ourworldindata.org/grapher/percentage-of-females-living-alone-in-the-united-states-by-age,https://ourworldindata.org/grapher/percentage-of-males-living-alone-in-the-united-states-by-age
Human Development Index (HDI),https://ourworldindata.org/grapher/children-per-woman-vs-human-development-index,https://ourworldindata.org/grapher/human-development-index-escosura,https://ourworldindata.org/grapher/hihd-without-gdp-vs-gdp-per-capita,https://ourworldindata.org/grapher/hdi-vs-gdp-per-capita,https://ourworldindata.org/grapher/human-development-index-comparison,https://ourworldindata.org/grapher/human-development-index,https://ourworldindata.org/grapher/human-development-index-vs-corruption-perception-index,https://ourworldindata.org/grapher/human-development-index-vs-gdp-per-capita,https://ourworldindata.org/grapher/hdi-vs-hihd,https://ourworldindata.org/grapher/human-development-index-vs-mean-male-height
Human Height,https://ourworldindata.org/grapher/annual-change-in-average-female-height,https://ourworldindata.org/grapher/annual-change-in-average-male-height,https://ourworldindata.org/grapher/average-height-by-year-of-birth,https://ourworldindata.org/grapher/average-height-of-men-for-selected-countries,https://ourworldindata.org/grapher/average-height-of-men-by-year-of-birth,https://ourworldindata.org/grapher/average-height-of-men-south-america,https://ourworldindata.org/grapher/average-height-of-men,https://ourworldindata.org/grapher/average-height-of-women,https://ourworldindata.org/grapher/change-in-female-height-slope,https://ourworldindata.org/grapher/child-mortality-rate-vs-mean-male-height-cm,https://ourworldindata.org/grapher/change-in-male-height-slope,https://ourworldindata.org/grapher/human-development-index-vs-mean-male-height,https://ourworldindata.org/grapher/human-heights-over-the-long-run,https://ourworldindata.org/grapher/absolute-gains-in-mean-female-height,https://ourworldindata.org/grapher/change-in-male-height,https://ourworldindata.org/grapher/male-to-female-height-ratio,https://ourworldindata.org/grapher/mean-height-males-vs-females,https://ourworldindata.org/grapher/increase-male-vs-female-height,https://ourworldindata.org/grapher/relative-change-in-female-height,https://ourworldindata.org/grapher/relative-change-male-height,https://ourworldindata.org/grapher/share-of-calories-from-animal-protein-vs-mean-male-height
Human Rights,https://ourworldindata.org/grapher/countries-in-compliance-with-paris-principles,https://ourworldindata.org/grapher/economic-freedom-ranking,https://ourworldindata.org/grapher/economic-freedom,https://ourworldindata.org/grapher/human-rights-score-vs-gdp-per-capita,https://ourworldindata.org/grapher/human-rights-scores,https://ourworldindata.org/grapher/human-rights-violations,https://ourworldindata.org/grapher/countries-that-applied-for-accreditation-in-paris-principles,https://ourworldindata.org/grapher/world-map-of-the-freedom-of-the-press-status
Human Trafficking,https://ourworldindata.org/grapher/human-trafficking-over-18-by-sex,https://ourworldindata.org/grapher/victims-of-human-trafficking-under-18-male-vs-female
Hunger & Undernourishment,https://ourworldindata.org/grapher/child-mortality-vs-wasting,https://ourworldindata.org/grapher/child-mortality-vs-prevalence-of-stunting,https://ourworldindata.org/grapher/depth-of-the-food-deficit,https://ourworldindata.org/grapher/global-hunger-index,https://ourworldindata.org/grapher/global-hunger-index-vs-gdp-per-capita,https://ourworldindata.org/grapher/global-hunger-index-vs-extreme-poverty,https://ourworldindata.org/grapher/global-population-defined-as-undernourished,https://ourworldindata.org/grapher/coefficient-of-variation-in-caloric-consumption-vs-gdp-per-capita,https://ourworldindata.org/grapher/mdg1c-hunger,https://ourworldindata.org/grapher/number-children-stunted-ihme,https://ourworldindata.org/grapher/number-children-wasted-who,https://ourworldindata.org/grapher/number-children-wasted-ihme,https://ourworldindata.org/grapher/number-of-people-defined-as-undernourished,https://ourworldindata.org/grapher/number-of-people-moderately-or-severely-food-insecure,https://ourworldindata.org/grapher/number-of-people-severely-food-insecure,https://ourworldindata.org/grapher/number-undernourished-2000-2017,https://ourworldindata.org/grapher/undernourished-people-oecd,https://ourworldindata.org/grapher/number-of-severely-food-insecure-people-by-region,https://ourworldindata.org/grapher/prevalence-of-stunting-male-vs-female,https://ourworldindata.org/grapher/prevalence-of-stunting-vs-improved-sanitation-facilities,https://ourworldindata.org/grapher/prevalence-of-stunting-vs-people-practicing-open-defecation,https://ourworldindata.org/grapher/prevalence-of-undernourishment-in-developing-countries-since-1970,https://ourworldindata.org/grapher/prevalence-of-undernourishment-vs-share-of-children-who-are-stunted,https://ourworldindata.org/grapher/prevalence-of-undernourishment-vs-share-of-population-living-in-absolute-poverty,https://ourworldindata.org/grapher/extreme-poverty-vs-prevalence-of-underweight-children,https://ourworldindata.org/grapher/share-of-children-underweight,https://ourworldindata.org/grapher/share-of-children-younger-than-5-who-suffer-from-stunting,https://ourworldindata.org/grapher/child-stunting-ihme,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time-ihme,https://ourworldindata.org/grapher/share-of-children-with-a-weight-too-low-for-their-height-wasting,https://ourworldindata.org/grapher/child-wasting-ihme,https://ourworldindata.org/grapher/share-of-children-younger-than-5-who-suffer-from-stunting-no-tolerance-on-years,https://ourworldindata.org/grapher/share-undernourished-region,https://ourworldindata.org/grapher/share-of-population-with-moderate-or-severe-food-insecurity,https://ourworldindata.org/grapher/share-of-population-with-severe-food-insecurity,https://ourworldindata.org/grapher/prevalence-of-severe-food-insecurity-by-region,https://ourworldindata.org/grapher/prevalence-of-undernourishment,https://ourworldindata.org/grapher/share-undernourished-vs-gdp-pc,https://ourworldindata.org/grapher/stunting-by-world-bank-income-group,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time,https://ourworldindata.org/grapher/stunting-vs-level-of-prosperity-over-time-by-income-group
Hygiene,https://ourworldindata.org/grapher/proportion-with-basic-handwashing-facilities-urban-vs-rural,https://ourworldindata.org/grapher/proportion-of-population-with-basic-handwashing-facilities-on-premises,https://ourworldindata.org/grapher/share-of-the-population-with-access-to-handwashing-facilities
Income Inequality,https://ourworldindata.org/grapher/annualized-average-growth-rate-in-per-capita-real-survey-mean-consumption-or-income-bottom-40-of-population,https://ourworldindata.org/grapher/gdp-per-capita-vs-economic-inequality,https://ourworldindata.org/grapher/gini-index-around-2015-vs-gini-index-around-2000,https://ourworldindata.org/grapher/gini-coefficient-equivalized-income-chartbook,https://ourworldindata.org/grapher/gini-index-of-income-in-2015-vs-1990-gcip-including-non-survey-years,https://ourworldindata.org/grapher/gini-index-of-income-in-2015-vs-1990-gcip-survey-years-only,https://ourworldindata.org/grapher/gini-disposable-household-income-lis,https://ourworldindata.org/grapher/inequality-before-and-after-taxes-and-transfers-Thewissen-et-al-data,https://ourworldindata.org/grapher/income-inequality-and-growth-in-european-sub-national-regions,https://ourworldindata.org/grapher/income-inequality-in-latin-america,https://ourworldindata.org/grapher/economic-inequality-gini-index,https://ourworldindata.org/grapher/income-share-held-by-richest-10,https://ourworldindata.org/grapher/income-shares-by-quintile,https://ourworldindata.org/grapher/gini-index-around-2015-1990-2015-countries-vs-gini-index-around-1990-1990-2015-countries,https://ourworldindata.org/grapher/inequality-of-incomes-chartbook,https://ourworldindata.org/grapher/inequality-of-incomes-before-and-after-taxes-and-transfers,https://ourworldindata.org/grapher/inequality-of-incomes-before-and-after-taxes-and-transfers-scatter,https://ourworldindata.org/grapher/share-of-top-1-in-pre-tax-national-income,https://ourworldindata.org/grapher/share-of-income-received-by-the-richest-1-of-the-population,https://ourworldindata.org/grapher/tax-reduction-in-income-inequality,https://ourworldindata.org/grapher/top-10-income-share,https://ourworldindata.org/grapher/top-5-income-share,https://ourworldindata.org/grapher/p90-vs-p10-annual-change,https://ourworldindata.org/grapher/p90-vs-p10-logs
Income Tax,https://ourworldindata.org/grapher/maximum-marginal-tax-rates-on-individual-income
Incomes across the Distribution,https://ourworldindata.org/grapher/1st-d,https://ourworldindata.org/grapher/median-and-mean-income-EEG,https://ourworldindata.org/grapher/median-income-EEG,https://ourworldindata.org/grapher/disposable-household-income-by-income-decile-absolute,https://ourworldindata.org/grapher/world-bank-income-thresholds-gni-per-capita-in-us
Indoor Air Pollution,https://ourworldindata.org/grapher/access-to-clean-fuels-for-cooking-vs-gdp-per-capita,https://ourworldindata.org/grapher/child-mortality-respiratory-infections-vs-clean-fuels,https://ourworldindata.org/grapher/death-rates-from-indoor-air-pollution-vs-gdp-per-capita,https://ourworldindata.org/grapher/death-rate-by-source-from-indoor-air-pollution,https://ourworldindata.org/grapher/death-rates-from-indoor-air-pollution-vs-share-of-population-in-absolute-poverty,https://ourworldindata.org/grapher/deaths-from-household-and-outdoor-air-pollution,https://ourworldindata.org/grapher/indoor-air-pollution-deaths-by-age,https://ourworldindata.org/grapher/sdg-target-on-clean-cooking-fuels,https://ourworldindata.org/grapher/household-air-pollution-deaths-by-region,https://ourworldindata.org/grapher/household-vs-outdoor-air-pollution-death-rates,https://ourworldindata.org/grapher/indoor-pollution-death-rates-clean-fuels,https://ourworldindata.org/grapher/absolute-number-of-deaths-from-household-air-pollution,https://ourworldindata.org/grapher/indoor-pollution-deaths-1990-2017,https://ourworldindata.org/grapher/percentage-of-households-using-solid-fuels-for-cooking-rural-vs-urban,https://ourworldindata.org/grapher/population-using-solid-fuels-for-cooking,https://ourworldindata.org/grapher/share-deaths-indoor-pollution,https://ourworldindata.org/grapher/share-of-rural-population-with-electricity-access-vs-share-of-total-population-with-electricity-access,https://ourworldindata.org/grapher/access-to-clean-fuels-and-technologies-for-cooking
Industrialization,https://ourworldindata.org/grapher/GDP-vs-manufacturing-GDP,https://ourworldindata.org/grapher/GDP-vs-services-GDP,https://ourworldindata.org/grapher/GDP-vs-industry-GDP-at-constant-prices,https://ourworldindata.org/grapher/smalsmall-scale-industries-loan,https://ourworldindata.org/grapher/small-scale-industries-share
Infant Mortality,https://ourworldindata.org/grapher/annual-deaths-of-infants-younger-than-1-year-by-world-region,https://ourworldindata.org/grapher/child-deaths-by-life-stage,https://ourworldindata.org/grapher/global-infant-deaths-by-region,https://ourworldindata.org/grapher/infant-death-rates-by-cause-by-sex,https://ourworldindata.org/grapher/infant-mortality-by-sex,https://ourworldindata.org/grapher/infant-mortality,https://ourworldindata.org/grapher/infant-mortality-rate,https://ourworldindata.org/grapher/infant-mortality-rate-wdi,https://ourworldindata.org/grapher/infant-mortality-rates-uk,https://ourworldindata.org/grapher/maternal-mortality-vs-neonatal-mortality,https://ourworldindata.org/grapher/neonatal-mortality-WDI,https://ourworldindata.org/grapher/neonatal-mortality-rate-sdgs,https://ourworldindata.org/grapher/neonatal-mortality-vs-births-attended-by-staff,https://ourworldindata.org/grapher/neonatal-infant-and-child-mortality-rates,https://ourworldindata.org/grapher/number-of-infant-deaths,https://ourworldindata.org/grapher/number-of-neonatal-deaths-ihme,https://ourworldindata.org/grapher/number-of-neonatal-deaths-by-region,https://ourworldindata.org/grapher/the-decline-of-neonatal-mortality-by-prosperity
Infectious Diseases,https://ourworldindata.org/grapher/death-rate-upper-respiratory-age,https://ourworldindata.org/grapher/global-case-numbers-of-infectious-diseases,https://ourworldindata.org/grapher/infectious-disease-death-rates
Informal Sector,https://ourworldindata.org/grapher/informal-employment-of-total-non-agricultural-employment,https://ourworldindata.org/grapher/informal-employment-by-sex
Infrastructure Projects,https://ourworldindata.org/grapher/total-oda-for-infrastructure-by-recipient
Intelligence,https://ourworldindata.org/grapher/change-in-average-fullscale-iq-by-country-1909-2013,https://ourworldindata.org/grapher/the-flynn-effect-gains-in-mean-iq-intelligence-quotient-for-world-regions-1909-2013
Interest Rates & Credit Market,https://ourworldindata.org/grapher/share-of-government-expenditure-going-to-interest-payments
Intergovernmental Organizations & Diplomacy,https://ourworldindata.org/grapher/countries-in-compliance-with-paris-principles,https://ourworldindata.org/grapher/progress-in-multistakeholder-monitoring-frameworks,https://ourworldindata.org/grapher/proportion-of-members-of-developing-countries-in-international-organizations,https://ourworldindata.org/grapher/proportion-of-voting-rights-in-international-organizations,https://ourworldindata.org/grapher/parties-to-multilateral-agreements-on-hazardous-waste
International Trade,https://ourworldindata.org/grapher/air-transport-freight-ton-km,https://ourworldindata.org/grapher/difference-in-the-value-of-goods-exported-to-and-imported-by-the-us,https://ourworldindata.org/grapher/difference-in-value-of-goods-exported-to-and-imported-by-us-vs-gdp,https://ourworldindata.org/grapher/distribution-of-global-merchandise-exports-by-region-of-origin,https://ourworldindata.org/grapher/share-of-world-merchandise-trade-by-type-of-trade,https://ourworldindata.org/grapher/exports-of-goods-and-services-income,https://ourworldindata.org/grapher/exports-by-income-group,https://ourworldindata.org/grapher/exports-within-western-europe,https://ourworldindata.org/grapher/fuel-exports,https://ourworldindata.org/grapher/globalization-over-5-centuries,https://ourworldindata.org/grapher/globalization-over-5-centuries-all,https://ourworldindata.org/grapher/globalization-over-5-centuries-km,https://ourworldindata.org/grapher/world-trade-exports-constant-prices,https://ourworldindata.org/grapher/growth-of-income-and-trade-alt,https://ourworldindata.org/grapher/imports-of-goods-and-services-constant-2010-us,https://ourworldindata.org/grapher/intercontinental-trade-per-capita-1500-1800,https://ourworldindata.org/grapher/merchandise-exports-by-continent,https://ourworldindata.org/grapher/merchandise-exports-by-destination,https://ourworldindata.org/grapher/proportion-tariff-lines-applied-to-imports-from-ldcs,https://ourworldindata.org/grapher/distribution-of-bilateral-and-unilateral-trade-partnerships,https://ourworldindata.org/grapher/share-food-exports,https://ourworldindata.org/grapher/share-of-world-merchandise-trade-by-type-of-trade-percent,https://ourworldindata.org/grapher/share-manufacture-exports,https://ourworldindata.org/grapher/share-of-service-in-total-exports,https://ourworldindata.org/grapher/share-of-services-in-total-exports,https://ourworldindata.org/grapher/tariff-rate-applied-weighted-mean-all-products,https://ourworldindata.org/grapher/tariff-rates,https://ourworldindata.org/grapher/real-transport-and-communication-costs,https://ourworldindata.org/grapher/total-value-of-exports-by-country-to-world-national-vs-dyadic,https://ourworldindata.org/grapher/trade-openness,https://ourworldindata.org/grapher/service-exports-and-imports-gdp,https://ourworldindata.org/grapher/trade-openness-in-europe,https://ourworldindata.org/grapher/trade-share-by-type-of-trade,https://ourworldindata.org/grapher/trade-as-share-of-gdp,https://ourworldindata.org/grapher/merchandise-exports-gdp-cepii,https://ourworldindata.org/grapher/exports-of-goods-and-services-constant-2010-us,https://ourworldindata.org/grapher/exports-gdp-cepii,https://ourworldindata.org/grapher/exports-by-destination,https://ourworldindata.org/grapher/merchandise-imports-gdp-cepii,https://ourworldindata.org/grapher/import-by-source,https://ourworldindata.org/grapher/various-sources-of-the-total-value-of-exports-as-a-share-of-gdp,https://ourworldindata.org/grapher/exports-from-western-europe-to-other-regions,https://ourworldindata.org/grapher/world-gdp-over-the-last-two-millennia
Internet,https://ourworldindata.org/grapher/broadband-penetration-by-country,https://ourworldindata.org/grapher/correlation-between-internet-usage-and-mean-years-of-schooling,https://ourworldindata.org/grapher/correlation-between-internet-users-as-a-share-of-the-population-and-gdp-per-capita,https://ourworldindata.org/grapher/cost-of-1gb-of-mobile-data,https://ourworldindata.org/grapher/daily-hours-spent-with-digital-media-per-adult-user,https://ourworldindata.org/grapher/daily-time-spent-on-the-internet-by-young-people,https://ourworldindata.org/grapher/internet-users-by-world-region,https://ourworldindata.org/grapher/mobile-cellular-subscriptions-per-100-people,https://ourworldindata.org/grapher/number-of-internet-users-by-country,https://ourworldindata.org/grapher/percentage-of-individuals-using-the-internet-by-country-2000-2014,https://ourworldindata.org/grapher/percentage-of-young-people-engaging-in-social-networking-online,https://ourworldindata.org/grapher/share-of-population-covered-by-the-internet,https://ourworldindata.org/grapher/share-of-individuals-using-the-internet
Irrigation,https://ourworldindata.org/grapher/agricultural-land-irrigation
LGBTQ Rights,https://ourworldindata.org/grapher/marital-status-of-lgbt-adults,https://ourworldindata.org/grapher/number-countries-legal-homosexuality,https://ourworldindata.org/grapher/same-sex-households-us,https://ourworldindata.org/grapher/share-countries-where-homosexuality-is-legal
Labor & Capital Share,https://ourworldindata.org/grapher/capital-intensity,https://ourworldindata.org/grapher/capital-intensity-vs-labor-productivity,https://ourworldindata.org/grapher/hci-males-vs-females,https://ourworldindata.org/grapher/human-capital-index-vs-gdp,https://ourworldindata.org/grapher/labor-productivity-vs-capital-intensity,https://ourworldindata.org/grapher/labour-share-of-gdp
Labor Force Participation & Employment,https://ourworldindata.org/grapher/job-search-methods-europe,https://ourworldindata.org/grapher/employment-rate-with-tertiary-vs-vocational-education,https://ourworldindata.org/grapher/employment-rates-with-tertiary-vs-below-upper-secondary-education,https://ourworldindata.org/grapher/GDP-vs-manufacturing-employment,https://ourworldindata.org/grapher/GDP-vs-services-employment,https://ourworldindata.org/grapher/GDP-vs-services-employment-eg,https://ourworldindata.org/grapher/industry-share-of-total-emplyoment,https://ourworldindata.org/grapher/informal-employment-of-total-non-agricultural-employment,https://ourworldindata.org/grapher/mdg1b-employment,https://ourworldindata.org/grapher/jobs-and-personal-contacts-europe,https://ourworldindata.org/grapher/ratio-of-female-to-male-labor-force-participation-rates-slopes,https://ourworldindata.org/grapher/share-of-agriculture-in-total-employment,https://ourworldindata.org/grapher/share-of-employment-in-agriculture-industry-and-services,https://ourworldindata.org/grapher/share-of-people-who-are-worried-about-losing-their-job,https://ourworldindata.org/grapher/share-of-service-in-total-exports
Labor Market Policies,https://ourworldindata.org/grapher/share-of-population-covered-by-social-protection
Land Use,https://ourworldindata.org/grapher/agricultural-land,https://ourworldindata.org/grapher/arable-land-pin,https://ourworldindata.org/grapher/area-land-needed-to-global-oil,https://ourworldindata.org/grapher/cropland-extent-over-the-long-run,https://ourworldindata.org/grapher/extent-of-extensive-agriculture,https://ourworldindata.org/grapher/extent-of-foraging,https://ourworldindata.org/grapher/extent-of-intensive-agriculture,https://ourworldindata.org/grapher/extent-of-pastoralism,https://ourworldindata.org/grapher/global-land-use-since-10000bc,https://ourworldindata.org/grapher/land-sparing-by-crop,https://ourworldindata.org/grapher/land-area-km,https://ourworldindata.org/grapher/land-area-per-crop-type,https://ourworldindata.org/grapher/land-use-palm-oil,https://ourworldindata.org/grapher/land-use-kcal-poore,https://ourworldindata.org/grapher/land-use-protein-poore,https://ourworldindata.org/grapher/land-use-per-kg-poore,https://ourworldindata.org/grapher/rural-land-below-5-meters,https://ourworldindata.org/grapher/share-regions-with-land-use,https://ourworldindata.org/grapher/terrain-ruggedness-index,https://ourworldindata.org/grapher/index-of-cereal-production-yield-and-land-use
Land Use and Yields in Agriculture,https://ourworldindata.org/grapher/total-agricultural-area-over-the-long-term,https://ourworldindata.org/grapher/agricultural-area-per-capita,https://ourworldindata.org/grapher/total-agricultural-land-use-per-person,https://ourworldindata.org/grapher/arable-land-pin,https://ourworldindata.org/grapher/arable-land-use-per-person,https://ourworldindata.org/grapher/change-of-cereal-yield-vs-land-used,https://ourworldindata.org/grapher/cropland-extent-over-the-long-run,https://ourworldindata.org/grapher/cropland-per-capita,https://ourworldindata.org/grapher/cropland-per-capita-vs-population-density,https://ourworldindata.org/grapher/cropland-per-person-over-the-long-term,https://ourworldindata.org/grapher/cropland-use-over-the-long-term,https://ourworldindata.org/grapher/dietary-land-use-vs-gdp-per-capita,https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050,https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type,https://ourworldindata.org/grapher/cereal-land-spared,https://ourworldindata.org/grapher/grazing-land-use-over-the-long-term,https://ourworldindata.org/grapher/land-use-vs-yield-change-in-cereal-production,https://ourworldindata.org/grapher/organic-agricultural-area,https://ourworldindata.org/grapher/peaking-farmland-global-arable-and-permanent-crop-area-and-ausubel-2013-projections-of-peak-farmland,https://ourworldindata.org/grapher/projections-for-global-peak-agricultural-land,https://ourworldindata.org/grapher/share-of-arable-land-which-is-organic,https://ourworldindata.org/grapher/share-of-global-habitable-land-needed-for-agriculture-if-everyone-had-the-diet-of,https://ourworldindata.org/grapher/share-of-land-area-used-for-agriculture,https://ourworldindata.org/grapher/share-of-land-area-used-for-arable-agriculture,https://ourworldindata.org/grapher/area-meadows-and-pastures,https://ourworldindata.org/grapher/tractors-per-100-square-kilometres-of-arable-land
